label,text
negative,28th march 01 48am total covid 19 cases in pakistan are 1365 recovered 25 died 10 crying_face
positive,with this whole corona craziness this will be the second time in my lifetime whole world is talking about the same subject first one was shakira's hips 2006 world cup opening
negative,we do not have “real leadership” in the usa instead we are led by a bunch of misfits who were elected potus or call themselves democrats or republicans
negative,e commerce alone will add 1 million jobs by 2022 impact theory job losses in hospitality auto n across sectors reality in 2021 prophets of doom r over rated human resilience is underrated
negative,in delhi education minister (system) is confused for taking decision for school and colleges exams where in maharashtra also declare that all colleges exams is cancelled due to covid 19 _college_students
positive,people awed & wowed for the hailstorm in the ncr last month but nobody questioned it is relevance in a sub tropical state amidst mid spring check only 4 days into the covid 19 lockdown & the air index‘s turned green go figure
negative,more like the trump administration is working hard at mishandling the coronavirus and risking unnecessary lives to be lost from their incompetence is not a president but an impeached idiot president
negative,please help
positive,it is time to fight against cm in his beautiful and emotional appeal calls us to come together please let us …
negative,being on campus today was so depressing coronavirus really killing the vibe
negative,them stop playing games about the corona virus and take it serious me
negative,immediately announce a financial relief package including tax cuts and subsidies for the salaried middle class to end our struggles caused by the covid 19 crisis sign the petition via
negative,i'm good because i do not give a shit about the coronavirus
positive,eid mubarak excited for the new normal this thursday grimacing_face
negative,why social distancing is crucial to slow the spread of coronavirus
negative,please do lock down everything my housemates going walmart and everywhere for job because they afraid of losing job because of that chances of spread covid 19 is increase
negative,this is so sad actor andrew jack is another victim of the coronavirus …
negative,pls intervene before delhi govt makes history of delhi no 1 in corona …
positive,as my family loves to sing and we recently made this song in this lockdown kg lyra & k361 bt can help us to enhance our setup join /mzhzj1kl2f
negative,the president of mexico mocks the coronavirus pandemic help we need this to be international news
negative,brexit means coronavirus vaccine will be slower to reach the uk everything about is shit
positive,the characteristic of the united states is that you cannot see that others are living a good life so humiliating so do not be like cnn either america，and america we get better to better～ twitter com/futpcaxcf7
negative,5/n during difficult times of government may support for students studying in medical colleges (both government & private) as a part of
negative,read the full article it does not advise against lockdown he said that countries cannot merely lock down themselves to fight the coronavirus outbreak adding that there need to be public health measures to avoid a resurgence of the deadly virus later on very misleading tweet
positive,• prior to the lockdown i did not think i would be doing this regularly let alone complete a 30 day journey merci for the reco and thank you for the guidance red_heart folded_hands_medium-light_skin_tone woman_in_lotus_position • • •…
negative,acept my condolences for the passing away of ur father mother sister's and brother's do to the inability of ur terorist gvt to provide for them in the covid 19 lockdown
negative,are useless without people to run them set up boot camp recruit an army of medical students train them quickly send them to the battlefield time is lives
negative,call off the search we have found the stupidest take on the
negative,very much disappointed had been a loyal customer since so long and yet you cannot even promise us good net during lockdown
negative,sorry i do not give a shit about any of these celebrities who are imposing self quarantine yeah i'd be ok with it too if i had the funds to live inside my 15k sq ft+ home guess they might find a few rooms they have never been in before
positive,utc 7 | in — pune woman makes india's 1st covid 19 testing kit hours before delivering her baby with the arrival of the first made in india testing kit for novel coronavirus in the market another a kit to the nation's health and a baby for her…
negative,the father of the indian media corona virus who is not only making india work for creating a new hole in the world with his fake false indian media – at kapilvastu palace
negative,the chinese government lied not china as a whole the chinese people were lied to as well and our government lied too i think many governments did _19
positive,celebrating world milk day with our women leaders pic twitter com/ef0sq9vias
negative,'too late' farage criticises open borders while britons locked down in crisis /dimymoj3qx
positive,the only way to protect the lives of millions of pakistanis is by enforcing a lockdown and advocating and facilitating social distancing
positive,my happy place during lockdown
negative,i dont care if ill come off as rude/weird when i bring out my alcohol and suddenly spray it all over my body and the space before me hahaha duh ready nga ako gawin mist ang alcohol spray sana ikaw rin
negative,ww3 fires storms floods coronavirus whats next a heatwave i hope
positive,same here for the past 3 months with kids on summer vacation and lockdown
negative,the panic about coronavirus has become so ridiculous that customers have been stealing the little hand sanitizer bottles off the sales floor counters at my work come the fuck on people
negative,coronavirus is cancelling shit faster than outrage twitter
negative,has cji bobde already allotted 5 acres of land to accommodate corona patients & ruled that jamaat and not bjp govt is responsible for not acting in time despite frequent warnings
positive,world peace mission corona 21 days lock down stay program barolympic 2020 score card awards and medals ceremony or sponsorship details 12th march of dandi yatra din and 23rd march… …
negative,sindh govt is fighting with corona for safety of people and federal govt is fighting with sindh govt for face saving
positive,in impressed by this red_heart
negative,i said it once i'll say it again president trump is protecting us from foreign enemy (coronavirus) and domestic enimies hollywood liberals
negative,there is still time to stay home stay safe see how the corona patient is going to be cremated without the people in the house in which even the man of the house is unable to go so stay home stay safe and your family also gets this dangerous corona epidemic save from
negative,that is why the coronavirus was created so we can stop talking about politics and start panicking and buying 6372947 rolls of toilet paper
negative,if you need a refresher here are his day by day statements on coronavirus he is either suffering from some sort of brain issue he is downright stupid or he is a bald faced liar i happen to believe it is all of the above pic twitter com/fvlmuntjuo
negative,i got to be honest im terrified of the coronavirus even though it is a low chance of effecting young people im still terrified if you school has not shut down and there is corona around your city/state skip school your life is worth more then a few weeks at school [1/ ]
negative,why on earth are you running an ad advising young people to ignore social distancing measures and keep travel plans with some doctor talking about killing *bacteria*
negative,more than one person in told me that life in is pain since decades what if we die because of __19 that so depressed and sad to hear
negative,i swear to every person who died because of corona that i will not make any new purchases on this eid will only offer prayers and pray to save the world from this epidemic if the world is upset then how can i celebrate happiness #मैं_सिर्फ_हिंदुस्तानी_हूँ
positive,instagram photography_educator incredible pakistan please note the picture was taken on the way back from gilgit to islamabad before the country wide lock down and wide spread pandemic of corona virus… …
positive,exploring my archives | good hand washing technique must be practiced | hot spring
negative,sars and h1n1 were both more contagious and fatal than the coronavirus and none of this borerline martial law government take over occurred why did it happen this time
negative,almost no water at target because of the coronavirus damn pic twitter com/a2qlgcuh95 – at target
negative,they are not cattles they are someone is heart and soul even if the child does not die once a child is infected their family members are affected too a grandfather who stayed safe till now will now die because his little grandchild must go to school
negative,‘idiots' sen kennedy tears into democrats for blocking coronavirus stimulus bill in fiery speech via
negative,remember when i was really close to having my anxiety shit together and then coronavirus happened
negative,"jake tapper fake news liar trump did *not* say that the government had ""total control"" over the coronavirus trump said ""tremendous control "" which has a very different meaning tremendous indicates that something is great in scale but is not ""total"" or absolute or complete"
negative,i have a citi credit card my registered mobile number is 8750863549 i never missed any payment as of now i have taken a loan on my credit card however due to covid 19 issue this month i am unable to pay the statement amount and need some time to pay it please help
negative,ugh sweating his coronavirus all over the capitol gym gross
negative,the coronavirus is really getting out of hand
negative,ideas elba has coronavirus currently shaking my fist at god
negative,this lockdown is extra harsh on your mental health when you are an overthinker who constantly needs distractions to not feel sad and lonely ) _19
negative,of late delhi police local intelligence agencies have been found wanting third case in last few months shahhen b delhi riots migrants exodus & latest jehadi corona from nizamuddin delhi agencies on defensive dangerous
negative,coronavirus is not stopping this
positive,sir we r 4 students stranded/stucked in delhi since lockdown 1 0 & bad luck is not giving up bcoz our booked train has been cancelled today so plz make some arrangement for us we will be grateful to u folded_hands
negative,corbyn has been plotting since the late 1960s by all accounts when corona virus is a distant memory and the country is on more of a stable footing corbyn should be bought to account for 40+ years of subterfuge collaboration with britain's enemies & jew hate
positive,hello june be gentle now let the world heal pic twitter com/qaphisaujn
negative,china is censoring coronavirus stories these citizens are fighting back via
negative,the cholera outbreak in was due to battering the health sector by the us saudi aggression and blockade for 5 years 2919 died until mar 2019 how many would kill if it were able to enter while the blockade is enforced
negative,are we exporting covid19 to the outer space
positive,19 iran shows good recovery from covid 19 no new cases surfacing now
negative,yeah for real mais soo pousson sortie bi après koor gui insha allah fekk coronavirus seey aussi
negative,the impact on travel is worse than the 2008 financial crisis and 9/11 combined we need immediate action in the form of economic relief to save the hotel industry and millions of jobs that depend on it
negative,so instead of unlock 1 0 odisha govt has now imposed lockdown 5 0 pic twitter com/huv1nei3u4
negative,just add 4 zeros for the real number _under_attack
positive,thoughts aur knowledge pe lockdown lagana mushkil hai sign up for 's cinema lectures and you will know how to spell milieu highly recommended adbhut pic twitter com/0p5zzmstbv
negative,i'm about sick and tired of hearing about the coronavirus canceling major events and not letting anybody see there kid play there last game of basketball cause of this stupid coronavirus cannot wait for it to be over so we do not have to hear about it
negative,santi i swear to god if you bring corona virus into my home i will be upset
negative,same here in corona fear
negative,i hope things will get better for you soon it is scary how much the corona virus is affecting everything everyone should not have to worry about not working now
negative,mumbai police will do this if they survive through corona that is
negative,take precautions this flu season and stay informed regarding the novel coronavirus covid 19 wash your hands regularly cover your mouth when you cough or sneeze and stay home if you have a fever and/or are sick learn more about covid 19 at
negative,i've been fucking around about the coronavirus but now there is 3 confirmed cases in my county
negative,"i read some comments on the song latest comments are mostly in korean since the song is titled do not worry this one said ""do not worry in 2020 everyone"" and someone replied ""of course we should worry it is coronavirus"" ㅋㅋㅋㅋ"
negative,it is very disappointing the coronavirus pandemic has been discussed since more than 2 months all publicly available data has shown how different & much more dangerous the corona virus is than the flue & still there aren‘t enough testing kids for the virus one word incomprence
negative,the coronavirus epidemic is hurting local hotels their communities their employees and the national economy please address this crisis with economic relief for hotels and their workers
negative,there is a power cut in gokulnagar area of rajula taluka of amreli district from 1 a m still going no officer or the complaint number 0279422048 is receiving the call nor responding please look after the complain we even cannot go out of our house because of lockdown
negative,my dad randomly “what do you think boy you think you are going to get this corona virus ” me “why are you asking ” dad “i do not know maybe you will hit the lottery and get the corona virus since you got the swine flu” nice
positive,hello beautiful handsome and amazing people kindly follow my business page g__store_ god bless you _19 …
positive,when you are social distancing and having a good hair day photographer
positive,i live in that solitude which is painful in youth but delicious in the year of maturity unpredictable that is what life is twitter com/zsqf1lnh7p
negative,please open the borders if up govt allows smooth movement for all till now they are also saying that corona is coming to their areas from delhi no one created any issue because of this & only middle class is suffering
negative,if coronavirus was a person i'd kick its fucking ass i hate coronavirus
positive,beauty of the darknes art by shubh follow _19 ains2
positive,i'm here stuck at kanpur due to lockdown since 19th march and i'm finally eating the most gujarati thing possible to be found in a north city to eat btw this is khaman and everyone calls it dhokla here pic twitter com/bvlnjk91u8
positive,home stay safe
negative,yall people are scared shitliss thinking the reality of life was really what you was living im fucking excited bout this new world we are bout to be living in im loving how the coronavirus is fucking the world up
negative,coronavirus is messing my money up bad $daveyle
negative,coronavirus deaths spanish government warns worst yet to come read more
negative,tribute rip irrfan khan awesome bollywood actor … …
negative,this as we seek forgiveness & mercy of allah let us specially pray for the front liners those affected & families of the ones who have lost their lives in the unimaginable human tragedy _19
negative,even in this clip he quoting countries whr death are more then 20k and still thr no's of cases report & deaths are much higher then pakistan and they also thinking to ease the lockdown
negative,you only get a break on your 401k if you withdraw after the bill passes not before coronavirus started fucking things up months ago
negative,why then only mumbai is completely shut as opposed to other cities i m surprised that citizens are not asking tough questions to the maha govt on handling of covid in mumbai but even earlier govts are to blame who did nothing towards health infrastructure of mumbai …
negative,hopefully coronavirus eats away at him slowly and painfully
negative,dear lockdown thank you for making me realise that the biggest mistake of my life has been sacrificing my sleep for another human being
negative,watching drone on about is sad the fact that no one in the said when closed in january is a crime we missed t he only chance we had to get ahead of this and now people are suffering
positive,in lockdown people are making it wow ps
positive,ka follow kare ghar me rahe surakshit rahe allah bless you pic twitter com/cpsg4k01f5 – at india
negative,aoc caught exploiting coronavirus panic with disinformation to push socialist agenda on student loans
positive,lucky are those jiska last year tha coronavirus unki umeedo p chan cha laga dia hai kash mera bhi last year hota free me lottery lagti pic twitter com/kd2l6x9nkg
negative,i've actually seen in many articles and news and from multiple sources that if you do have coronavirus ibuprofen and advil 100% make it a lot worse you are probably fine because you dont have the virus but it is dangerous for anyone who does
negative,a man that eat ladies ass hole pussy and all that evil sex satan and corona virus is waiting for you at the hell gate
negative,amid coronavirus panic buying california deputies tell shoppers do not call 911 over line cutting
negative,you all it is the freakin weekend and i'm about to do nothing because it is the responsible thing to do during this pandemic stay safe & practice social distancing
positive,our duty is that to be to of _19india let us win this /wz00vtmikl – at lb nagar
negative,a conspiracy theory tulsi gabbard has not dropped out yet because she in fact invented the coronavirus and is banking on bernie biden and trump dying leaving her as the only remaining candidate and therefore she becomes president by default prove me wrong
negative,death of 20 migrant workers walking hundreds of kilometres to their homes in odisha without food is blood on hands of pm his thoughtless lockdown devastated lives of millions of daily wage earners one feels crushed
negative,covid 19 mission impossible it is possible still waiting for follow back
negative,i know you want donald trump voted out of office he has handled this corona virus crisis horribly and has put our lives at danger he cannot handle any crisis and another four years of him would destroy america completely
positive,that concludes our 14 day notice 42 sms location checks and ~10 video interviews doing an amazing job of keeping us safe in folded_hands_medium-light_skin_tone _19 Singapore
negative,corona patients highest in a single day so far in india 316 shame
positive,thank you ji ji ji for arranging bed at nsci for my friend's dad who was tested covid +ve special thanks to ji for taking follow up until uncle was alloted with bed though it was late night thanks ji for the support
negative,sick since monday é has been tested for and the test came back negative he is believed to have a throat infection it is not sure yet if he will be available for
positive,"be safe stay home red_heart coronavirus cases raised to ""1 million"" as of today fearful_face be safe guys"
negative,immediately ban thetabligi jamat the spraderer of corona virus
negative,work from home my job is secure … …
negative,trump's a no show after promising briefing on economic plan amid coronavirus concerns 1583884010 …
negative,hey donald hope you not skipping your hcqs meds show them what you are in fact double the dose if you can prove them wrong trump drug hydroxychloroquine raises death risk in covid patients study says
positive,waiting for this lockdown to end soon so i can meet my best friend via instagrampic twitter com/8awde9c3vq
negative,my mom i swear this coronavirus is something else i went to the nail salon and all the employees had on masks me mom you know they always wear masks right
negative,ok well now they have coronavirus which is entirely different from the flu
negative,breaking a uae research institute has developed a breakthrough treatment for covid 19 which could be a game changer in the global fight against the virus 1/5
negative,mark my words next up on the coronavirus hit list will be anthony weiner mark my damn words
positive,manila eases world's longest lockdown …
negative,as we cross 5 million cases 2 million recoveries and 3 33 996 deaths the virus continues to spread adding a 100 00 new cases everyday death toll in lat am and brazil is on the rise still most severe rise in mortality rate was in us uk spain and italy
negative,they have failed the whole nation yetro 2 mahina lockdown ma rakheko cha gareeb janta lai sakne le ta jasari in bachihalchan janata marna baneko loktantra ho yo and i do not think these neta give two fucks ko bhokai mariracha they are happily living in their bubble
negative,nsac suspends combat sporting events until march 25 amid coronavirus concerns
positive,song qismat singer kktomar yt channel … to watch go and suscribe in advance song will release after lockdown twitter com/0ti3a2vpbo
positive,with this whole covid thing even birds are taking personal hygiene seriously and washing their feet beaks and wings regularly red whiskered bulbuls enjoy a summer splash in our bird bath next to the firebush tree… …
positive,lockdown time am seeing around people changed attitude & this will bring back humanity humility in the way we go ahead with our life pic twitter com/ypow4vgkr9
negative,you are a useless prime minster of india now you easing the lockdown will make catastrophe
negative,how demonetisation gst & corona lockdown cld hv bn made successful without collateral damage writes biswajit bhattacharya but we prided in shocks &got electrocuted …
negative,to mitigate spread of the coronavirus duke university has suspended on campus labs and classes until further notice
negative,closing the schools cancelling gigs postpone movies telling working ppl to stay at home etc will do absolutely nothing you will get it one way or another the media are blowing coronavirus out of proportion to scare you like fuck offffffff stop ruining everyone is 2020
negative,i suspect in new zealand where māori had a death rate 8 times that of non māori there was widespread support for a national lockdown at only 100 cases
negative,how about “a government that provides safety to the people ” are you so concerned with stealing $$ that you cannot take legislative action for the virus or are you on vacation i hear there are cheap flights to
negative,vanity fair trump now blaming americans for not getting coronavirus tests that do not exist trump has failed the american people first he blames president obama now he blames the american people for coronavirus a liar who deceives himself via
negative,i feel like my life is flashing by and all i can do is watch and cry i miss the air i miss my friends i miss my mother i miss it when life was a party to be thrown but that was a million years ago #كورونا
negative,bjp govt started blaming the people for jump in corona cases modj short notice of 4 hours for 100 percent lockdown that lead to migrants walking on streets outsiders standard will govt admit its fault …
negative,sir my family wants to travel to karnataka belgavi from flight should i even now apply for e pass and along a child is of 3 years n 12 months what proof are needed please help me
negative,fuck the coronavirus and my job i'm too stressed to care atm
positive,_fighting_corona to create a better world pic twitter com/xcigogj1a2
negative,markets crashingbrent wti futures crash 20% over saudi arabia russia oil price war fears & coronavirus concerns
negative,the people today went to the streets of brazil and showed the corrupted congress how powerful we are even the coronavirus disappeared we showed the world we are not afraid tomorrow morning everyone will be working as usual
negative,corona virus killing people out here and dudes still do not wash their hands after a nice pee
negative,one thing in 's favor is that he freaks out over germs he probably never shook a hand without smearing on hand sanitizer trump is misleading his followers who are absorbing his cavalier attitude
negative,how many deaths were the result of the great depression or great recession stress depression suicide overdoses poorer health outcomes all of these deaths should be weighed against coronavirus deaths should they not
negative,health and human services hit with cyber attack aimed at slowing coronavirus response report
negative,govt of india should take decision for all school children to waived off school fees from apr to jun 2020 due to covid 19 for avoiding financial burden in this critical junction of time and moral support as there is nation wide lock down and school remains closed
negative,the us internationally banned bombs killed too many innocents in & caused chronic diseases to many however us and its agents in the area aim to enter to kill more
negative,nikki sixx on coronavirus 'dampen down the hysteria'
negative,due to the coronavirus i wont be going out you drunk bitches aint coughing on me
positive,can tiktok take action against those who create unresponsibleness between the citizens by creating funny videos on pandemic covid 19
positive,lockdown ride video coming soon traveldiaryindia stay tuned travel diary india on youtube link below subscribe now … india …
negative,well in the beginning of the outbreak in china i already suspect that thus virus is a human made the earth population is already out of control someone need to control it that is why they made war in middle east countries with very high birthrate
negative,was speaking to my friends in doha and they told lockdown is one thing which their government has done but people by themselves has stopped going out even all of them are offering prayers at their home only my questions to indian muslims why you cannot follow the same way
positive,everyone locking there houses seems to be not a solution fight with covid where ever you are do not fear do not lose hopes all above god is doing something miracles daily on our life's
negative,you give me suspect vibes imagine that like why you think about dudes given each other head in the 1st place like are you that gay you think about gay say when you here the corona virus
negative,2020 ncaa tournament games to be played without fans in attendance due to threat of coronavirus via
negative,please allow laws to play online games in telangana it is boring due to lockdown
negative,why because your buddies are all dying from the coronavirus shut up meat head
negative,ー19 whoever gives a shit i'm in eastern europe no one is wearing masks everyone thinks thinks this is the flu they are right
negative,corona fuck you loudly_crying_face loudly_crying_face i want to go here loudly_crying_face
negative,India india fast spreading but improving rapidly contagion est 0 01% of pop infected peak daily deaths of 310 in 16 days proj death toll 9 849 in ~77 days four_o’clock 16/04 1/4
negative,lockdown till death
negative,my brother and i just got into an argument and he going to say “well i hope you get the corona virus” like dang bro chillll it was not that serious
negative,yes and pushkin really does not trigger me can avoid duels and dont plan to drink on the streets during
negative,Thailand thailand under control and improving rapidly contagion est 0 01% of pop infected proj death toll 61 in ~22 days four_o’clock 20/04 1/4
negative,is not this truth never been more stressed frustrated in my all my life more questions than answers being raised right now ー19
negative,i was not too nervous about prior to yesterday but these last 2 days have changed me with that said keep washing your hands and stay home if you are sick hoping everyone stays safe
positive,we so happy that shibi was our first customer at samasta today wearing samasta ofcourse we are now officially open after the lockdown samasta has printed dresses and tunics in cool cottons to beat the heat come… …
negative,2nd covid 19 death reported in j&k toll 30 >> a 72 year old man with comorbities from doda district on monday died of covid 19 at gmc jammu taking the death toll due to the virus to 30 in jammu and kashmir – at rajbagh
negative,a good service in bad times of corona epidemic
negative,pennsylvania gov tom wolf orders statewide shutdown over coronavirus via
negative,so sad to hear the passing away of wajid khan bhai due to covid 19 rest in peace folded_hands
negative,ex obama official warns us health system faces 'tsunami' over coronavirus
negative,i thought i can celebrate both of my favourites on the same week which is raya and harvest festival but sadly due to covid 19 i cant even do shit now haha
negative,we should do a daily mass test of all citizens in a mid sized town affected by for a full month to get a real time picture of the actual threat level imposed by the coronavirus this is the only way to get an exact understanding of the virus
negative,coroner's officer forcing us to arrange funeral now when transport of body to another country is not possible due to otherwise threatening they will destroy my grandmother's body
negative,how can u be afraid of the corona virus but not an std i'm curious
negative,"""smriti irani missing"" posters come up in amethi in last 1 yr she visited amethi only for a few hours has done nothing for the people during covid19 crisis and instead referred to workers coming back to amethi from different states as ""coronavirus"" /afj4bssibe"
negative,does this data account for unprecedented precautionary measures that have only just started being put place & increased testing (feds & states) coronavirus is not something to be taken lightly but fearmongering is not helpful these numbers reflect worst case scenarios
positive,in gwalior volunteers was sanitising a muslim locality to prevent it from corona virus later people of the muslim community welcomed their gesture and thanked them by applying tilak on their foreheads but for rss is anti muslimpic twitter com/hljkopya7g
negative,how the coronavirus pandemic threatens us national security
negative,woman 39 found dead by boyfriend while waiting for coronavirus test results stop saying flu like illness you make me want to swear its not like the f**king flu wake up stop spreading fake statements seriously get a life
negative,the who is the biggest fake organization to them the us is bad bad bad they want everything to be global control the who is pretty much spreading unfounded fear about
negative,i m indian national n right now stuck in dhaka pls note here i hv lost my job due to covid n living from last 2 months without earning i want to go bk to delhi immediately on special air india flight i hv already registered on hci
negative,bangkok post headlines on thursday diamond_suit relief cash only covers a month diamond_suit govt mulls easing curfew as cases drop diamond_suit inbound flight ban extended #โควิด19
negative,people who wish to visit salons after three months of lockdowns here are guidelines for you all to follow a no person having any symptom of covid 19 like high temperature fever cough cold throat pain difficulty in breathing shall visit these facilities
negative,honestly is overblown but it did one thing correctly it showed how disgusting humanity is what an embarrassment we are
negative,lock down is causing the shortage of blood for patient i would suggest govt to mobilize the medical staff so they can go to donors for blood of course precautions are must before they go to any donor's
positive,i appreciate to sonu sir he is doing a good job i want to meet you sir whenever i get a chance thanks
positive,i'm also grateful for my family being blessed with good health in all this health related chaos going around (covid19) folded_hands_light_skin_tone
positive,fresh fruit and veggies in the time of corona delivers thank you for your reliability and consistent supply much appreciate your resilience pic twitter com/qv6bmqmwlb
negative,learn to appreciate what you have before time makes you appreciate what you had i miss my work business dream sad_but_relieved_face frowning_face _fight_covid_19 …
negative,jnu sanitation workers have not been paid for 3 months lockdown and covid 19 crisis has made their lives difficult …
positive,"trump looks to ""reopen"" economy after nyt coronavirus bombshell a close via ty"
negative,germany's low coronavirus mortality rate intrigues experts
negative,yall should watch al jazeera bbc and cnn for corona update shit is mad out there
positive,corona warriors great help …
negative,_brahmananda_vedic_gurukul_tapobhoomi_goa_batu spreading message through his art not to bring _virus in family by going out of home & violating rules laid down by govt _durgesh_art_goa /lvrodcfa0n
negative,honourable pm modi ji i recently opened two branches for iit/ medical students who belong to a very poor family i'm not going to take any pending amounts from them because of lockdown you r idle for me sir take care /twrrpvng9n – at techweb centre
negative,a nation where over two crores people eat gutka knowing that it will kill you with cancer sooner or later corona they could not see so they are not threatened mullahs & allamas have done grand job taking the scare out of people but they forget history of spain with simmilar virus
negative,show this to muslim hate mongers muslims are in forefront in fighting corona pandemic madrassas & mosques are given for corona centres
negative,@ studyabroadstudents raise your hand if you feel personally victimized by coronavirus bc i feel extremely personally victimized
negative,"scomo has early dementia ' encouraging a policy of “social distancing” amongst children where they stay 1 5 metres apart from each other at school "" 'shut us down ' aussies rage at pms coronavirus update # m4crs … via"
negative,so u want the corona to kill what is left in case ur not seeing the news europe countries r stealing medical supplies shipments from each other face_with_rolling_eyes
negative,this is urgent tell to stop forcing their drivers to work sick
positive,around 18500 patients world over recovered from covid 19 and around 155 patients recovered in india let us focus on positivity
negative,a trauma informed approach to teaching through coronavirus
positive,god bless you and your kids we will pray for you fight fight we have to finish coronavirus at any cost which is finishing us save each life is important for you
positive,・・ in line with an easing of some covid 19 restrictions by the authorities we are pleased to say that we are ready to welcome you back to the club and we are set to open a number of our… …
negative,i hate china after corona virus
negative,"dt lied yet again ""we have a problem that a month ago nobody ever thought about "" many reporters & others like warned them all of the dangers of the outbreak of op ed written 2 months ago via"
positive,kids these days are much better informed than many adults here's my niece doing her thing in lockdown time _19india pic twitter com/prfbbx5frc
negative,dear the world economy will not return to normal until your country realizes this epidemic is deadly please lockdown to stop the spread we want our lives back
negative,if we did not name the corona virus people would just think it is just a bad flu season
negative,i'm an nhs doctor treating coronavirus – you have no idea how bad things could get
negative,d's figures are for real and they speak the truth on behalf of the stupidity of intellectuals doctors paramedic are giving away their lives but some do not understand the pain they want to spread this pandemic and be called a child of god shame pic twitter com/a9u079hznr
positive,respected cm sir as the corona graph is inclining kindly consider 100 %lockdown except healthcare on 5 6 10 11 & 12th april to create a small vaccum in corona spread in tn as people are uncooperative without realising the seriousness of next impact
negative,recovery rate 43 % death rate 3 37% death 40 9 /dfgytjikz0
negative,fda chief warns of supply 'pressure' on reagents for coronavirus tests | medtech dive
positive,lavanders towns lakes we and supernova of love again beach seaside breezes we and waves of livelihood again clouds sunsets chaos we and poems of partners again smiles sorrow hills silhouette we and verses of life again copyright ritbik
positive,came across this wonderful piece of writing lucidly described beautifully compared /ujox2tvkxh
negative,oh hell no “could be included in the senate's coronavirus rescue bills significantly boost the number of visas offered annually from 10 000 to 75 000 while halving the investment required to earn legal residence from $900 000 to $450 000” we will vote you out
negative,corona virus is the new 9/11 a false flag excuse to chop away at our freedoms pic twitter com/k77f7iedsa
negative,has the lockdown already failed the migrant labourer and now markaz …
negative,what if bernie released coronavirus to scare biden's supporters from going out and voting old people are voting for biden old people can die easier from coronavirus bernies supporters are stupid young kids will not die to corona
negative,you should maybe get tested for coronavirus with that cough…
negative,28 days from now i am planning to be on the 2nd day of my planned driving trip to the ⁦⁩ driving from roseburg oregon to stockton california at this point no reason to cancel trip due to coronavirus concerns but definitely monitoring the situation pic twitter com/gvooq6g4bv
negative,quite worrisome india reports 230 deaths and 8392 new cases of corona virus in last 24 hrs in total 190535 cases 5394 deaths 91819 recovered _19
positive,_ko_harana_hai _stay_home _luck_down _fight_corona _watch_&_share _comment_us _motivation _ _opinion _somnath_gope pic twitter com/jku7j6oyw3
negative,hypocricy reloaded modi saying sorry to poor for taking strict action amidst corona crisis our champ mamidala blocked their salaries for three months
negative,the dems are saying president trump's handling of the coronavirus is incompetent and too little after it passes without great harm he will be accused of over reacting like everything else the dems accuse him of this too will backfire as the economy bounces back
negative,waiting in line for groceries at heb w/a dozen others behind and in front of me and i'm the only one wearing a is real
negative,if you strongly disagree just sign the below petition
negative,sir please draw your attention towards the bad condition of dayal sar road and pending work of sewage and water pipe line which is on hold since long due to lockdown
negative,"you guys need to stop regurgitating the same dumb ""cnn"" talking point cnn did not invent that the dow jones had the largest point drop in history today cnn did not invent the lack of testing or your dear leader lying on 2/26 that the coronavirus was going to go to zero in days"
negative,indian profs lawyers social workers issue statement against communalisation of covid 19 the signatories say that there were many other gatherings around that time but the tablighi jamaat event is getting communalized to further islamophobia
negative,if we can close down or postpone everything in the states if the stores can be drained of everyday items why cannot and take care of the fricking homeless situation in ca by quitting the screwing of the californians there is more than coronavirus
negative,government needs to revamp administration & focus of nii niv and others to prioritise research for covid type of diseases india needs to prepare for it on war footing to ward of new threat type
negative,think tank complains “coronavirus is killing globalization as we know it”
negative,leave everything from bottom of ur heart say if situation then was so emergent that 4hrs notice lockdown was essential was it not priority of captain(pm) 2 consult state cms doers give some time 4 ppl 2 digest & then implement lockdown more efficiently instead of what was done
negative,india has lost another gem today the biggest and finest music composer of bollywood sir has passed away due to covid 19 may allah swt rest soul in peace aameen twitter com/djhiea37au
negative,"""lmao italy is on lockdown trump is right about not worrying about the coronavirus"" idk bro i guess we are just going to get cured for free but please flex on us the fact that you spend money to get in an ambulance"
negative,“coronavirus forecasts are grim ‘it's going to get worse'” ⁦⁩
negative,and the ‘ effect' increased exposure to poses health biosafety and global security risks
positive,amazing descriptive sketch _19 …
negative,still obsessed are corona is there beware
positive,what a project in corona time this will detect your mask properly and monitor you you can not cheat with camera
negative,high risk the scope of shelby county residents who could need severe coronavirus care ~/620115610/0/memphis/home~high risk the scope of shelby county residents who could need severe coronavirus care/ …
negative,hello i'm in because from lockdown so plz help me i'm hyderabad plz pensive_face pensive_face crying_face crying_face folded_hands folded_hands
positive,noida today _19
negative,and to think that in february my biggest concern about march was running out of plastic bags
negative,indonesian capital closes schools for two weeks due to coronavirus concerns
negative,instead of naming the virus correctly coronavirus trump purposely does what he does with everything he dislikes not putting aside how serious this is it is still politics to him that is why america's allies under trump are hard to come by
negative,abuses for c2 communication twitter com/sslfhbl8ah
negative,lesson cost of living is never expensive it is the cost of lifestyle that is expensive
negative,now international community talks about new world order and globalization when every country suffer this danger pandameic i mean what is going on while priority should be how can defeat covid19 and how can tackle the going on circumstances
negative,student loan debt has nothing to do with the coronavirus this lady needs to shut up
